Index,Device Type,Status,IPv4 Address,Port,Enhanced SDK Service Port,Software Version,IPv4 Gateway,HTTP Port,Device Serial Number,Subnet Mask,MAC Address,Encoding Channel(s),DSP Version,Start Time,IPv6 Address,IPv6 GateWay,IPv6 Prefix Length,Support IPv6,IPv6 Modifiable,Support DHCP,IPv4 DHCP Status,Support Hik-Connect,Hik-Connect Status,Hik-Connect Binding Status,Hik-Connect Version
001,DS-2CD1023G0E-I,Active,192.168.1.99, 8000,N/A,V5.7.20build 230425,192.168.1.1,80,DS-2CD1023G0E-I20230627AAWRL54498645,255.255.255.0,e0-ca-3c-a8-a3-87, 0,V7.3 build 230424,1970-01-01 00:00:19,::,::,64,Yes,Yes,Yes,OFF,Yes,ON,N/A,N/A
